"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1066","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","#00533","","","Gurdurr","","Guts Sheer Force Iron Fist","85","105","85","40","50",40
"1068","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","#00534","","","Conkeldurr","","Guts Sheer Force Iron Fist","105","140","95","55","65",45
"1070","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","#00535","","","Tympole","","Swift Swim Hydration Water Absorb","50","50","40","50","40",64
"1072","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","#00536","","","Palpitoad","","Swift Swim Hydration Water Absorb","75","65","55","65","55",69
"1074","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","#00537","","","Seismitoad","","Swift Swim Poison Touch Water Absorb","105","95","75","85","75",74
"1076","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","#00538","","","Throh","","Guts Inner Focus Mold Breaker","120","100","85","30","85",45
"1078","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","#00539","","","Sawk","","Sturdy Inner Focus Mold Breaker","75","125","75","30","75",85
"1080","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","#00540","","","Sewaddle","","Swarm Chlorophyll Overcoat","45","53","70","40","60",42
"1082","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","#00541","","","Swadloon","","Leaf Guard Chlorophyll Overcoat","55","63","90","50","80",42
"1084","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","#00542","","","Leavanny","","Swarm Chlorophyll Overcoat","75","103","80","70","80",92
"1086","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","#00543","","","Venipede","","Poison Point Swarm Speed Boost","30","45","59","30","39",57
"1088","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","#00544","","","Whirlipede","","Poison Point Swarm Speed Boost","40","55","99","40","79",47
"1090","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","#00545","","","Scolipede","","Poison Point Swarm Speed Boost","60","100","89","55","69",112
"1092","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","#00546","","","Cottonee","","Prankster Infiltrator Chlorophyll","40","27","60","37","50",66
"1094","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","#00547","","","Whimsicott","","Prankster Infiltrator Chlorophyll","60","67","85","77","75",116
"1096","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","#00548","","","Petilil","","Chlorophyll Own Tempo Leaf Guard","45","35","50","70","50",30
"1098","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","#00549","","","Lilligant","","Chlorophyll Own Tempo Leaf Guard","70","60","75","110","75",90
"1100","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","#00550","","","Basculin","","Reckless Adaptability Mold Breaker","70","92","65","80","55",98
"1102","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","#00551","","","Sandile","","Intimidate Moxie Anger Point","50","72","35","35","35",65
"1104","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","#00552","","","Krokorok","","Intimidate Moxie Anger Point","60","82","45","45","45",74
"1106","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","#00553","","","Krookodile","","Intimidate Moxie Anger Point","95","117","80","65","70",92
"1108","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","#00554","","","Darumaka","","Hustle Inner Focus","70","90","45","15","45",50
"1110","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","#00555","","","Darmanitan","","Sheer Force Zen Mode","105","140","55","30","55",95
"1112","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","#00556","","","Maractus","","Water Absorb Chlorophyll Storm Drain","75","86","67","106","67",60
"1114","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","#00557","","","Dwebble","","Sturdy Shell Armor Weak Armor","50","65","85","35","35",55
"1116","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","#00558","","","Crustle","","Sturdy Shell Armor Weak Armor","70","105","125","65","75",45
"1118","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","#00559","","","Scraggy","","Shed Skin Moxie Intimidate","50","75","70","35","70",48
"1120","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","#00560","","","Scrafty","","Shed Skin Moxie Intimidate","65","90","115","45","115",58
"1122","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","#00561","","","Sigilyph","","Wonder Skin  Magic Guard Tinted Lens","72","58","80","103","80",97
"1124","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","#00562","","","Yamask","","Mummy","38","30","85","55","65",30
"1126","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","#00563","","","Cofagrigus","","Mummy","58","50","145","95","105",30
"1128","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","#00564","","","Tirtouga","","Solid Rock Sturdy Swift Swim","54","78","103","53","45",22
"1130","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","#00565","","","Carracosta","","Solid Rock Sturdy Swift Swim","74","108","133","83","65",32
"1132","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","#00566","","","Archen","","Defeatist","55","112","45","74","45",70
"1134","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","#00567","","","Archeops","","Defeatist","75","140","65","112","65",110
"1136","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","#00568","","","Trubbish","","Stench Sticky Hold Aftermath","50","50","62","40","62",65
"1138","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","#00569","","","Garbodor","","Stench Weak Armor Aftermath","80","95","82","60","82",75
"1140","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","#00570","","","Zorua","","Illusion","40","65","40","80","40",65
"1142","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","#00571","","","Zoroark","","Illusion","60","105","60","120","60",105
"1144","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","#00572","","","Minccino","","Cute Charm Technician Skill Link","55","50","40","40","40",75
"1146","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","#00573","","","Cinccino","","Cute Charm Technician Skill Link","75","95","60","65","60",115
"1148","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","#00574","","","Gothita","","Frisk Competitive Shadow Tag","45","30","50","55","65",45
"1150","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","#00575","","","Gothorita","","Frisk Competitive Shadow Tag","60","45","70","75","85",55
"1152","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","#00576","","","Gothitelle","","Frisk Competitive Shadow Tag","70","55","95","95","110",65
"1154","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","#00577","","","Solosis","","Overcoat Magic Guard Regenerator","45","30","40","105","50",20
"1156","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","#00578","","","Duosion","","Overcoat Magic Guard Regenerator","65","40","50","125","60",30
"1158","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","#00579","","","Reuniclus","","Overcoat Magic Guard Regenerator","110","65","75","125","85",30
"1160","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","#00580","","","Ducklett","","Keen Eye Big Pecks Hydration","62","44","50","44","50",55
"1162","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","#00581","","","Swanna","","Keen Eye Big Pecks Hydration","75","87","63","87","63",98
"1164","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","#00582","","","Vanillite","","Ice Body Snow Cloak Weak Armor","36","50","50","65","60",44
"1166","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","#00583","","","Vanillish","","Ice Body Snow Cloak Weak Armor","51","65","65","80","75",59
"1168","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","#00584","","","Vanilluxe","","Ice Body Snow Warning Weak Armor","71","95","85","110","95",79
"1170","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","#00585","","","Deerling","","Chlorophyll Sap Sipper Serene Grace","60","60","50","40","50",75
"1172","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","#00586","","","Sawsbuck","","Chlorophyll Sap Sipper Serene Grace","80","100","70","60","70",95
"1174","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","#00587","","","Emolga","","Static Motor Drive","55","75","60","75","60",103
"1176","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","#00588","","","Karrablast","","Swarm Shed Skin No Guard","50","75","45","40","45",60
"1178","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","#00589","","","Escavalier","","Swarm Shell Armor Overcoat","70","135","105","60","105",20
"1180","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","#00590","","","Foongus","","Effect Spore Regenerator","69","55","45","55","55",15
"1182","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","#00591","","","Amoonguss","","Effect Spore Regenerator","114","85","70","85","80",30
"1184","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","#00592","","","Frillish","","Water Absorb Cursed Body Damp","55","40","50","65","85",40
"1186","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","#00593","","","Jellicent","","Water Absorb Cursed Body Damp","100","60","70","85","105",60
"1188","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","#00594","","","Alomomola","","Healer Hydration Regenerator","165","75","80","40","45",65
"1190","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","#00595","","","Joltik","","Compoundeyes Unnerve Swarm","50","47","50","57","50",65
"1192","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","#00596","","","Galvantula","","Compoundeyes Unnerve Swarm","70","77","60","97","60",108
"1194","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","#00597","","","Ferroseed","","Iron Barbs","44","50","91","24","86",10
"1196","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","#00598","","","Ferrothorn","","Iron Barbs Anticipation","74","94","131","54","116",20
"1198","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","#00599","","","Klink","","Plus Minus Clear Body","40","55","70","45","60",30
"1200","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","#00600","","","Klang","","Plus Minus Clear Body","60","80","95","70","85",50
"1202","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","#00601","","","Klinklang","","Plus Minus Clear Body","60","100","115","70","85",90
"1204","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","#00602","","","Tynamo","","Levitate","35","55","40","45","40",60
"1206","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","#00603","","","Eelektrik","","Levitate","65","85","70","75","70",40
"1208","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","#00604","","","Eelektross","","Levitate","85","115","80","105","80",50
"1210","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","#00605","","","Elgyem","","Telepathy Synchronize Analytic","55","55","55","85","55",30
"1212","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","#00606","","","Beheeyem","","Telepathy Synchronize Analytic","75","75","75","125","95",40
"1214","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","#00607","","","Litwick","","Flash Fire Flame Body Infiltrator","50","30","55","65","55",20
"1216","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","#00608","","","Lampent","","Flash Fire Flame Body Infiltrator","60","40","60","95","60",55
"1218","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","#00609","","","Chandelure","","Flash Fire Flame Body Infiltrator","60","55","90","145","90",80
"1220","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","#00610","","","Axew","","Rivalry Mold Breaker Unnerve","46","87","60","30","40",57
"1222","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","#00611","","","Fraxure","","Rivalry Mold Breaker Unnerve","66","117","70","40","50",67
"1224","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","#00612","","","Haxorus","","Rivalry Mold Breaker Unnerve","76","147","90","60","70",97
"1226","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","#00613","","","Cubchoo","","Snow Cloak Slush Rush Rattled","55","70","40","60","40",40
"1228","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","#00614","","","Beartic","","Snow Cloak Slush Rush Swift Swim","95","130","80","70","80",50
"1230","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","#00615","","","Cryogonal","","Levitate","80","50","50","95","135",105
"1232","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","#00616","","","Shelmet","","Hydration Shell Armor Overcoat","50","40","85","40","65",25
"1234","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","#00617","","","Accelgor","","Hydration Sticky Hold Unburden","80","70","40","100","60",145
"1236","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","#00618","","","Stunfisk","","Static Limber Sand Veil","109","66","84","81","99",32
"1238","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","#00619","","","Mienfoo","","Inner Focus Regenerator Reckless","45","85","50","55","50",65
"1240","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","#00620","","","Mienshao","","Inner Focus Regenerator Reckless","65","125","60","95","60",105
"1242","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","#00621","","","Druddigon","","Rough Skin Sheer Force Mold Breaker","77","120","90","60","90",48
"1244","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","#00622","","","Golett","","Iron Fist Klutz No Guard","59","74","50","35","50",35
"1246","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","#00623","","","Golurk","","Iron Fist Klutz No Guard","89","124","80","55","80",55
"1248","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","#00624","","","Pawniard","","Defiant Inner Focus Pressure","45","85","70","40","40",60
"1250","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","#00625","","","Bisharp","","Defiant Inner Focus Pressure","65","125","100","60","70",70
"1252","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","#00626","","","Bouffalant","","Reckless Sap Sipper Soundproof","95","110","95","40","95",55
"1254","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","#00627","","","Rufflet","","Keen Eye Sheer Force Hustle","70","83","50","37","50",60
"1256","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","#00628","","","Braviary","","Keen Eye Sheer Force Defiant","100","123","75","57","75",80
"1258","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","#00629","","","Vullaby","","Big Pecks Overcoat Weak Armor","70","55","75","45","65",60
"1260","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","#00630","","","Mandibuzz","","Big Pecks Overcoat Weak Armor","110","65","105","55","95",80
"1262","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","#00631","","","Heatmor","","Gluttony Flash Fire White Smoke","85","97","66","105","66",65
"1264","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265","#00632","","","Durant","","Swarm Hustle Truant","58","109","112","48","48",109
"1266","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267","#00633","","","Deino","","Hustle","52","65","50","45","50",38
"1268","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","#00634","","","Zweilous","","Hustle","72","85","70","65","70",58
"1270","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","#00635","","","Hydreigon","","Levitate","92","105","90","125","90",98
"1272","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","#00636","","","Larvesta","","Flame Body Swarm","55","85","55","50","55",60
"1274","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","#00637","","","Volcarona","","Flame Body Swarm","85","60","65","135","105",100
"1276","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","#00638","","","Cobalion","","Justified","91","90","129","90","72",108
"1278","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","#00639","","","Terrakion","","Justified","91","129","90","72","90",108
"1280","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","#00640","","","Virizion","","Justified","91","90","72","90","129",108
"1282","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","#00641","","","Tornadus","","Prankster Defiant","79","115","70","125","80",111
"1284","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","#00642","","","Thundurus","","Prankster Defiant","79","115","70","125","80",111
"1286","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","#00643","","","Reshiram","","Turboblaze","100","120","100","150","120",90
"1288","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","#00644","","","Zekrom","","Teravolt","100","150","120","120","100",90
"1290","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","#00645","","","Landorus","","Sand Force Sheer Force","89","125","90","115","80",101
"1292","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","#00646","","","Kyurem","","Pressure","125","130","90","130","90",95
"1294","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","#00647","","","Keldeo","","Justified","91","72","90","129","90",108
"1296","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","#00648","","","Meloetta","","Serene Grace","100","77","77","128","128",90
"1298","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","#00649","","","Genesect","","Download","71","120","95","120","95",99
"1300","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","#00650","","","Chespin","","Overgrow Bulletproof","56","61","65","48","45",38
"1302","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","#00651","","","Quilladin","","Overgrow Bulletproof","61","78","95","56","58",57
"1304","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","#00652","","","Chesnaught","","Overgrow Bulletproof","88","107","122","74","75",64
"1306","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","#00653","","","Fennekin","","Blaze Magician","40","45","40","62","60",60
"1308","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","#00654","","","Braixen","","Blaze Magician","59","59","58","90","70",73
"1310","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","#00655","","","Delphox","","Blaze Magician","75","69","72","114","100",104
"1312","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","#00656","","","Froakie","","Torrent Protean","41","56","40","62","44",71
"1314","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","#00657","","","Frogadier","","Torrent Protean","54","63","52","83","56",97
"1316","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","#00658","","","Greninja","","Torrent Protean","72","95","67","103","71",122
"1318","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","#00659","","","Bunnelby","","Pickup Cheek Pouch Huge Power","38","36","38","32","36",57
"1320","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","#00660","","","Diggersby","","Pickup Cheek Pouch Huge Power","85","56","77","50","77",78
"1322","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","#00661","","","Fletchling","","Big Pecks Gale Wings","45","50","43","40","38",62
"1324","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","#00662","","","Fletchinder","","Flame Body Gale Wings","62","73","55","56","52",84
"1326","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","#00663","","","Talonflame","","Flame Body Gale Wings","78","81","71","74","69",126
"1328","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","#00664","","","Scatterbug","","Shield Dust Compoundeyes Friend Guard","38","35","40","27","25",35
"1330","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","#00665","","","Spewpa","","Shed Skin Friend Guard","45","22","60","27","30",29
"1332","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","#00666","","","Vivillon","","Shield Dust Compoundeyes Friend Guard","80","52","50","90","50",89
"1334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","#00667","","","Litleo","","Rivalry Unnerve Moxie","62","50","58","73","54",72
"1336","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337","#00668","","","Pyroar","","Rivalry Unnerve Moxie","86","68","72","109","66",106
"1338","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","#00669","","","Flabébé","","Flower Veil Symbiosis","44","38","39","61","79",42
"1340","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341","#00670","","","Floette","","Flower Veil Symbiosis","54","45","47","75","98",52
"1342","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","#00671","","","Florges","","Flower Veil Symbiosis","78","65","68","112","154",75
"1344","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","#00672","","","Skiddo","","Sap Sipper Grass Pelt","66","65","48","62","57",52
"1346","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347","#00673","","","Gogoat","","Sap Sipper Grass Pelt","123","100","62","97","81",68
"1348","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","#00674","","","Pancham","","Iron Fist Mold Breaker Scrappy","67","82","62","46","48",43
"1350","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351","#00675","","","Pangoro","","Iron Fist Mold Breaker Scrappy","95","124","78","69","71",58
"1352","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","#00676","","","Furfrou","","Fur Coat","75","80","60","65","90",102
"1354","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355","#00677","","","Espurr","","Keen Eye Infiltrator Own Tempo","62","48","54","63","60",68
"1356","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357","#00678","","","Meowstic","","Keen Eye Infiltrator Prankster","74","48","76","83","81",104
"1358","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359","#00679","","","Honedge","","No Guard","45","80","100","35","37",28
"1360","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361","#00680","","","Doublade","","No Guard","59","110","150","45","49",35
"1362","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363","#00681","","","Aegislash","","Stance Change","60","50","140","50","140",60
"1364","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365","#00682","","","Spritzee","","Healer Aroma Veil","78","52","60","63","65",23
"1366","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1367","#00683","","","Aromatisse","","Healer Aroma Veil","101","72","72","99","89",29
"1368","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1369","#00684","","","Swirlix","","Sweet Veil Unburden","62","48","66","59","57",49
"1370","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371","#00685","","","Slurpuff","","Sweet Veil Unburden","82","80","86","85","75",72
"1372","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1373","#00686","","","Inkay","","Contrary Suction Cups Infiltrator","53","54","53","37","46",45
"1374","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375","#00687","","","Malamar","","Contrary Suction Cups Infiltrator","86","92","88","68","75",73
"1376","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377","#00688","","","Binacle","","Tough Claws Sniper Pickpocket","42","52","67","39","56",50
"1378","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379","#00689","","","Barbaracle","","Tough Claws Sniper Pickpocket","72","105","115","54","86",68
"1380","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381","#00690","","","Skrelp","","Poison Point Poison Touch Adaptability","50","60","60","60","60",30
"1382","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383","#00691","","","Dragalge","","Poison Point Poison Touch Adaptability","65","75","90","97","123",44
"1384","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385","#00692","","","Clauncher","","Mega Launcher","50","53","62","58","63",44
"1386","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","#00693","","","Clawitzer","","Mega Launcher","71","73","88","120","89",59
"1388","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","#00694","","","Helioptile","","Dry Skin Sand Veil Solar Power","44","38","33","61","43",70
"1390","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391","#00695","","","Heliolisk","","Dry Skin Sand Veil Solar Power","62","55","52","109","94",109
"1392","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393","#00696","","","Tyrunt","","Strong Jaw Sturdy","58","89","77","45","45",48
"1394","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395","#00697","","","Tyrantrum","","Strong Jaw Rock Head","82","121","119","69","59",71
"1396","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","#00698","","","Amaura","","Refrigerate Snow Warning","77","59","50","67","63",46
"1398","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399","#00699","","","Aurorus","","Refrigerate Snow Warning","123","77","72","99","92",58
"1400","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","#00700","","","Sylveon","","Cute Charm Pixilate","95","65","65","110","130",60
"1402","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","#00701","","","Hawlucha","","Limber Unburden Mold Breaker","78","92","75","74","63",118
"1404","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","#00702","","","Dedenne","","Cheek Pouch Pickup Plus","67","58","57","81","67",101
"1406","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407","#00703","","","Carbink","","Clear Body Sturdy","50","50","150","50","150",50
"1408","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","#00704","","","Goomy","","Sap Sipper Hydration Gooey","45","50","35","55","75",40
"1410","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411","#00705","","","Sliggoo","","Sap Sipper Hydration Gooey","68","75","53","83","113",60
